client,available,held,total,locked
1280,1,0,1,false
1281,1,0,1,false
1282,1,0,1,false
1283,1,0,1,false
1284,1,0,1,false
1285,1,0,1,false
1286,1,0,1,false
1287,1,0,1,false
1288,1,0,1,false
1289,1,0,1,false
129,1,0,1,false
1290,1,0,1,false
1291,1,0,1,false
1292,1,0,1,false
1293,1,0,1,false
1294,1,0,1,false
1295,1,0,1,false
1296,1,0,1,false
1297,1,0,1,false
1298,1,0,1,false
1299,1,0,1,false
13,1,0,1,false
130,1,0,1,false
1300,1,0,1,false
1301,1,0,1,false
1302,1,0,1,false
1303,1,0,1,false
1304,1,0,1,false
1305,1,0,1,false
1306,1,0,1,false
1307,1,0,1,false
1308,1,0,1,false
1309,1,0,1,false
131,1,0,1,false
1310,1,0,1,false
1311,1,0,1,false
1312,1,0,1,false
1313,1,0,1,false
1314,1,0,1,false
1315,1,0,1,false
1316,1,0,1,false
1317,1,0,1,false
1318,1,0,1,false
1319,1,0,1,false
132,1,0,1,false
1320,1,0,1,false
1321,1,0,1,false
1322,1,0,1,false
1323,1,0,1,false
1324,1,0,1,false
1325,1,0,1,false
1326,1,0,1,false
1327,1,0,1,false
1328,1,0,1,false
1329,1,0,1,false
133,1,0,1,false
1330,1,0,1,false
1331,1,0,1,false
1332,1,0,1,false
1333,1,0,1,false
1334,1,0,1,false
1335,1,0,1,false
1336,1,0,1,false
1337,1,0,1,false
1338,1,0,1,false
1339,1,0,1,false
134,1,0,1,false
1340,1,0,1,false
1341,1,0,1,false
1342,1,0,1,false
1343,1,0,1,false
1344,1,0,1,false
1345,1,0,1,false
1346,1,0,1,false
1347,1,0,1,false
1348,1,0,1,false
1349,1,0,1,false
135,1,0,1,false
1350,1,0,1,false
1351,1,0,1,false
1352,1,0,1,false
1353,1,0,1,false
1354,1,0,1,false
1355,1,0,1,false
1356,1,0,1,false
1357,1,0,1,false
1358,1,0,1,false
1359,1,0,1,false
136,1,0,1,false
1360,1,0,1,false
1361,1,0,1,false
1362,1,0,1,false
1363,1,0,1,false
1364,1,0,1,false
1365,1,0,1,false
1366,1,0,1,false
1367,1,0,1,false
1368,1,0,1,false
1369,1,0,1,false
137,1,0,1,false
1370,1,0,1,false
1371,1,0,1,false
1372,1,0,1,false
1373,1,0,1,false
1374,1,0,1,false
1375,1,0,1,false
1376,1,0,1,false
1377,1,0,1,false
1378,1,0,1,false
1379,1,0,1,false
138,1,0,1,false
1380,1,0,1,false
1381,1,0,1,false
1382,1,0,1,false
1383,1,0,1,false
1384,1,0,1,false
1385,1,0,1,false
1386,1,0,1,false
1387,1,0,1,false
1388,1,0,1,false
1389,1,0,1,false
139,1,0,1,false
1390,1,0,1,false
1391,1,0,1,false
1392,1,0,1,false
1393,1,0,1,false
1394,1,0,1,false
1395,1,0,1,false
1396,1,0,1,false
1397,1,0,1,false
1398,1,0,1,false
1399,1,0,1,false
14,1,0,1,false
140,1,0,1,false
1400,1,0,1,false
1401,1,0,1,false
1402,1,0,1,false
1403,1,0,1,false
1404,1,0,1,false
1405,1,0,1,false
1406,1,0,1,false
1407,1,0,1,false
1408,1,0,1,false
1409,1,0,1,false
141,1,0,1,false
1410,1,0,1,false
1411,1,0,1,false
1412,1,0,1,false
1413,1,0,1,false
1414,1,0,1,false
1415,1,0,1,false
1416,1,0,1,false
1417,1,0,1,false
1418,1,0,1,false
1419,1,0,1,false
142,1,0,1,false
1420,1,0,1,false
1421,1,0,1,false
1422,1,0,1,false
1423,1,0,1,false
1424,1,0,1,false
1425,1,0,1,false
1426,1,0,1,false
1427,1,0,1,false
1428,1,0,1,false
1429,1,0,1,false
143,1,0,1,false
1430,1,0,1,false
1431,1,0,1,false
1432,1,0,1,false
1433,1,0,1,false
1434,1,0,1,false
1435,1,0,1,false
1436,1,0,1,false
1437,1,0,1,false
1438,1,0,1,false
1439,1,0,1,false
144,1,0,1,false
1440,1,0,1,false
1441,1,0,1,false
1442,1,0,1,false
1443,1,0,1,false
1444,1,0,1,false
1445,1,0,1,false
1446,1,0,1,false
1447,1,0,1,false
1448,1,0,1,false
1449,1,0,1,false
145,1,0,1,false
1450,1,0,1,false
1451,1,0,1,false
1452,1,0,1,false
1453,1,0,1,false
1454,1,0,1,false
1455,1,0,1,false
1456,1,0,1,false
1457,1,0,1,false
1458,1,0,1,false
1459,1,0,1,false
146,1,0,1,false
1460,1,0,1,false
1461,1,0,1,false
1462,1,0,1,false
1463,1,0,1,false
1464,1,0,1,false
1465,1,0,1,false
1466,1,0,1,false
1467,1,0,1,false
1468,1,0,1,false
1469,1,0,1,false
147,1,0,1,false
1470,1,0,1,false
1471,1,0,1,false
1472,1,0,1,false
1473,1,0,1,false
1474,1,0,1,false
1475,1,0,1,false
1476,1,0,1,false
1477,1,0,1,false
1478,1,0,1,false
1479,1,0,1,false
148,1,0,1,false
1480,1,0,1,false
1481,1,0,1,false
1482,1,0,1,false
1483,1,0,1,false
1484,1,0,1,false
1485,1,0,1,false
1486,1,0,1,false
1487,1,0,1,false
1488,1,0,1,false
1489,1,0,1,false
149,1,0,1,false
1490,1,0,1,false
1491,1,0,1,false
1492,1,0,1,false
1493,1,0,1,false
1494,1,0,1,false
1495,1,0,1,false
1496,1,0,1,false
1497,1,0,1,false
1498,1,0,1,false
1499,1,0,1,false
15,1,0,1,false
150,1,0,1,false
1500,1,0,1,false
1501,1,0,1,false
1502,1,0,1,false
1503,1,0,1,false
1504,1,0,1,false
1505,1,0,1,false
1506,1,0,1,false
1507,1,0,1,false
1508,1,0,1,false
1509,1,0,1,false
151,1,0,1,false
1510,1,0,1,false
1511,1,0,1,false
1512,1,0,1,false
1513,1,0,1,false
1514,1,0,1,false
1515,1,0,1,false
1516,1,0,1,false
1517,1,0,1,false
1518,1,0,1,false
1519,1,0,1,false
152,1,0,1,false
1520,1,0,1,false
1521,1,0,1,false
1522,1,0,1,false
1523,1,0,1,false
1524,1,0,1,false
1525,1,0,1,false
1526,1,0,1,false
1527,1,0,1,false
1528,1,0,1,false
1529,1,0,1,false
153,1,0,1,false
1530,1,0,1,false
1531,1,0,1,false
1532,1,0,1,false
1533,1,0,1,false
1534,1,0,1,false
1535,1,0,1,false
1536,1,0,1,false
1537,1,0,1,false
1538,1,0,1,false
1539,1,0,1,false
154,1,0,1,false
1540,1,0,1,false
1541,1,0,1,false
1542,1,0,1,false
1543,1,0,1,false
1544,1,0,1,false
1545,1,0,1,false
1546,1,0,1,false
1547,1,0,1,false
1548,1,0,1,false
1549,1,0,1,false
155,1,0,1,false
1550,1,0,1,false
1551,1,0,1,false
1552,1,0,1,false
1553,1,0,1,false
1554,1,0,1,false
1555,1,0,1,false
1556,1,0,1,false
1557,1,0,1,false
1558,1,0,1,false
1559,1,0,1,false
156,1,0,1,false
1560,1,0,1,false
1561,1,0,1,false
1562,1,0,1,false
1563,1,0,1,false
1564,1,0,1,false
1565,1,0,1,false
1566,1,0,1,false
1567,1,0,1,false
1568,1,0,1,false
1569,1,0,1,false
157,1,0,1,false
1570,1,0,1,false
1571,1,0,1,false
1572,1,0,1,false
1573,1,0,1,false
1574,1,0,1,false
1575,1,0,1,false
1576,1,0,1,false
1577,1,0,1,false
1578,1,0,1,false
1579,1,0,1,false
158,1,0,1,false
1580,1,0,1,false
1581,1,0,1,false
1582,1,0,1,false
1583,1,0,1,false
1584,1,0,1,false
1585,1,0,1,false
1586,1,0,1,false
1587,1,0,1,false
1588,1,0,1,false
1589,1,0,1,false
159,1,0,1,false
1590,1,0,1,false
1591,1,0,1,false
1592,1,0,1,false
1593,1,0,1,false
1594,1,0,1,false
1595,1,0,1,false
1596,1,0,1,false
1597,1,0,1,false
1598,1,0,1,false
1599,1,0,1,false
16,1,0,1,false
160,1,0,1,false
1600,1,0,1,false
1601,1,0,1,false
1602,1,0,1,false
1603,1,0,1,false
1604,1,0,1,false
1605,1,0,1,false
1606,1,0,1,false
1607,1,0,1,false
1608,1,0,1,false
1609,1,0,1,false
161,1,0,1,false
1610,1,0,1,false
1611,1,0,1,false
1612,1,0,1,false
1613,1,0,1,false
1614,1,0,1,false
1615,1,0,1,false
1616,1,0,1,false
1617,1,0,1,false
1618,1,0,1,false
1619,1,0,1,false
162,1,0,1,false
1620,1,0,1,false
1621,1,0,1,false
1622,1,0,1,false
1623,1,0,1,false
1624,1,0,1,false
1625,1,0,1,false
1626,1,0,1,false
1627,1,0,1,false
1628,1,0,1,false
1629,1,0,1,false
163,1,0,1,false
1630,1,0,1,false
1631,1,0,1,false
1632,1,0,1,false
1633,1,0,1,false
1634,1,0,1,false
1635,1,0,1,false
1636,1,0,1,false
1637,1,0,1,false
1638,1,0,1,false
1639,1,0,1,false
164,1,0,1,false
1640,1,0,1,false
1641,1,0,1,false
1642,1,0,1,false
1643,1,0,1,false
1644,1,0,1,false
1645,1,0,1,false
1646,1,0,1,false
1647,1,0,1,false
1648,1,0,1,false
1649,1,0,1,false
165,1,0,1,false
1650,1,0,1,false
1651,1,0,1,false
1652,1,0,1,false
1653,1,0,1,false
1654,1,0,1,false
1655,1,0,1,false
1656,1,0,1,false
1657,1,0,1,false
1658,1,0,1,false
1659,1,0,1,false
166,1,0,1,false
1660,1,0,1,false
1661,1,0,1,false
1662,1,0,1,false
1663,1,0,1,false
1664,1,0,1,false
1665,1,0,1,false
1666,1,0,1,false
1667,1,0,1,false
1668,1,0,1,false
1669,1,0,1,false
167,1,0,1,false
1670,1,0,1,false
1671,1,0,1,false
1672,1,0,1,false
1673,1,0,1,false
1674,1,0,1,false
1675,1,0,1,false
1676,1,0,1,false
1677,1,0,1,false
1678,1,0,1,false
1679,1,0,1,false
168,1,0,1,false
1680,1,0,1,false
1681,1,0,1,false
1682,1,0,1,false
1683,1,0,1,false
1684,1,0,1,false
1685,1,0,1,false
1686,1,0,1,false
1687,1,0,1,false
1688,1,0,1,false
1689,1,0,1,false
169,1,0,1,false
1690,1,0,1,false
1691,1,0,1,false
1692,1,0,1,false
1693,1,0,1,false
1694,1,0,1,false
1695,1,0,1,false
1696,1,0,1,false
1697,1,0,1,false
1698,1,0,1,false
1699,1,0,1,false
17,1,0,1,false
170,1,0,1,false
1700,1,0,1,false
1701,1,0,1,false
1702,1,0,1,false
1703,1,0,1,false
1704,1,0,1,false
1705,1,0,1,false
1706,1,0,1,false
1707,1,0,1,false
1708,1,0,1,false
1709,1,0,1,false
171,1,0,1,false
1710,1,0,1,false
1711,1,0,1,false
1712,1,0,1,false
1713,1,0,1,false
1714,1,0,1,false
1715,1,0,1,false
1716,1,0,1,false
1717,1,0,1,false
1718,1,0,1,false
1719,1,0,1,false
172,1,0,1,false
1720,1,0,1,false
1721,1,0,1,false
1722,1,0,1,false
1723,1,0,1,false
1724,1,0,1,false
1725,1,0,1,false
1726,1,0,1,false
1727,1,0,1,false
1728,1,0,1,false
1729,1,0,1,false
173,1,0,1,false
1730,1,0,1,false
1731,1,0,1,false
1732,1,0,1,false
1733,1,0,1,false
1734,1,0,1,false
1735,1,0,1,false
1736,1,0,1,false
1737,1,0,1,false
1738,1,0,1,false
1739,1,0,1,false
174,1,0,1,false
1740,1,0,1,false
1741,1,0,1,false
1742,1,0,1,false
1743,1,0,1,false
1744,1,0,1,false
1745,1,0,1,false
1746,1,0,1,false
1747,1,0,1,false
1748,1,0,1,false
1749,1,0,1,false
175,1,0,1,false
1750,1,0,1,false
1751,1,0,1,false
1752,1,0,1,false
1753,1,0,1,false
1754,1,0,1,false
1755,1,0,1,false
1756,1,0,1,false
1757,1,0,1,false
1758,1,0,1,false
1759,1,0,1,false
176,1,0,1,false
1760,1,0,1,false
1761,1,0,1,false
1762,1,0,1,false
1763,1,0,1,false
1764,1,0,1,false
1765,1,0,1,false
1766,1,0,1,false
1767,1,0,1,false
1768,1,0,1,false
1769,1,0,1,false
177,1,0,1,false
1770,1,0,1,false
1771,1,0,1,false
1772,1,0,1,false
1773,1,0,1,false
1774,1,0,1,false
1775,1,0,1,false
1776,1,0,1,false
1777,1,0,1,false
1778,1,0,1,false
1779,1,0,1,false
178,1,0,1,false
1780,1,0,1,false
1781,1,0,1,false
1782,1,0,1,false
1783,1,0,1,false
1784,1,0,1,false
1785,1,0,1,false
1786,1,0,1,false
1787,1,0,1,false
1788,1,0,1,false
1789,1,0,1,false
179,1,0,1,false
1790,1,0,1,false
1791,1,0,1,false
1792,1,0,1,false
1793,1,0,1,false
1794,1,0,1,false
1795,1,0,1,false
1796,1,0,1,false
1797,1,0,1,false
1798,1,0,1,false
1799,1,0,1,false
18,1,0,1,false
180,1,0,1,false
1800,1,0,1,false
1801,1,0,1,false
1802,1,0,1,false
1803,1,0,1,false
1804,1,0,1,false
1805,1,0,1,false
1806,1,0,1,false
1807,1,0,1,false
1808,1,0,1,false
1809,1,0,1,false
181,1,0,1,false
1810,1,0,1,false
1811,1,0,1,false
1812,1,0,1,false
1813,1,0,1,false
1814,1,0,1,false
1815,1,0,1,false
1816,1,0,1,false
1817,1,0,1,false
1818,1,0,1,false
1819,1,0,1,false
182,1,0,1,false
1820,1,0,1,false
1821,1,0,1,false
1822,1,0,1,false
1823,1,0,1,false
1824,1,0,1,false
1825,1,0,1,false
1826,1,0,1,false
1827,1,0,1,false
1828,1,0,1,false
1829,1,0,1,false
183,1,0,1,false
1830,1,0,1,false
1831,1,0,1,false
1832,1,0,1,false
1833,1,0,1,false
1834,1,0,1,false
1835,1,0,1,false
1836,1,0,1,false
1837,1,0,1,false
1838,1,0,1,false
1839,1,0,1,false
184,1,0,1,false
1840,1,0,1,false
1841,1,0,1,false
1842,1,0,1,false
1843,1,0,1,false
1844,1,0,1,false
1845,1,0,1,false
1846,1,0,1,false
1847,1,0,1,false
1848,1,0,1,false
1849,1,0,1,false
185,1,0,1,false
1850,1,0,1,false
1851,1,0,1,false
1852,1,0,1,false
1853,1,0,1,false
1854,1,0,1,false
1855,1,0,1,false
1856,1,0,1,false
1857,1,0,1,false
1858,1,0,1,false
1859,1,0,1,false
186,1,0,1,false
1860,1,0,1,false
1861,1,0,1,false
1862,1,0,1,false
1863,1,0,1,false
1864,1,0,1,false
1865,1,0,1,false
1866,1,0,1,false
1867,1,0,1,false
1868,1,0,1,false
1869,1,0,1,false
187,1,0,1,false
1870,1,0,1,false
1871,1,0,1,false
1872,1,0,1,false
1873,1,0,1,false
1874,1,0,1,false
1875,1,0,1,false
1876,1,0,1,false
1877,1,0,1,false
1878,1,0,1,false
1879,1,0,1,false
188,1,0,1,false
1880,1,0,1,false
1881,1,0,1,false
1882,1,0,1,false
1883,1,0,1,false
1884,1,0,1,false
1885,1,0,1,false
1886,1,0,1,false
1887,1,0,1,false
1888,1,0,1,false
1889,1,0,1,false
189,1,0,1,false
1890,1,0,1,false
1891,1,0,1,false
1892,1,0,1,false
1893,1,0,1,false
1894,1,0,1,false
1895,1,0,1,false
1896,1,0,1,false
1897,1,0,1,false
1898,1,0,1,false
1899,1,0,1,false
19,1,0,1,false
190,1,0,1,false
1900,1,0,1,false
1901,1,0,1,false
1902,1,0,1,false
1903,1,0,1,false
1904,1,0,1,false
1905,1,0,1,false
1906,1,0,1,false
1907,1,0,1,false
1908,1,0,1,false
1909,1,0,1,false
191,1,0,1,false
1910,1,0,1,false
1911,1,0,1,false
1912,1,0,1,false
1913,1,0,1,false
1914,1,0,1,false
1915,1,0,1,false
1916,1,0,1,false
1917,1,0,1,false
1918,1,0,1,false
1919,1,0,1,false
192,1,0,1,false
1920,1,0,1,false
1921,1,0,1,false
1922,1,0,1,false
1923,1,0,1,false
1924,1,0,1,false
1925,1,0,1,false
1926,1,0,1,false
1927,1,0,1,false
1928,1,0,1,false
1929,1,0,1,false
193,1,0,1,false
1930,1,0,1,false
1931,1,0,1,false
1932,1,0,1,false
1933,1,0,1,false
1934,1,0,1,false
1935,1,0,1,false
1936,1,0,1,false
1937,1,0,1,false
1938,1,0,1,false
1939,1,0,1,false
194,1,0,1,false
1940,1,0,1,false
1941,1,0,1,false
1942,1,0,1,false
1943,1,0,1,false
1944,1,0,1,false
1945,1,0,1,false
1946,1,0,1,false
1947,1,0,1,false
1948,1,0,1,false
1949,1,0,1,false
195,1,0,1,false
1950,1,0,1,false
1951,1,0,1,false
1952,1,0,1,false
1953,1,0,1,false
1954,1,0,1,false
1955,1,0,1,false
1956,1,0,1,false
1957,1,0,1,false
1958,1,0,1,false
1959,1,0,1,false
196,1,0,1,false
1960,1,0,1,false
1961,1,0,1,false
1962,1,0,1,false
1963,1,0,1,false
1964,1,0,1,false
1965,1,0,1,false
1966,1,0,1,false
1967,1,0,1,false
1968,1,0,1,false
1969,1,0,1,false
197,1,0,1,false
1970,1,0,1,false
1971,1,0,1,false
1972,1,0,1,false
1973,1,0,1,false
1974,1,0,1,false
1975,1,0,1,false
1976,1,0,1,false
1977,1,0,1,false
1978,1,0,1,false
1979,1,0,1,false
198,1,0,1,false
1980,1,0,1,false
1981,1,0,1,false
1982,1,0,1,false
1983,1,0,1,false
1984,1,0,1,false
1985,1,0,1,false
1986,1,0,1,false
1987,1,0,1,false
1988,1,0,1,false
1989,1,0,1,false
199,1,0,1,false
1990,1,0,1,false
1991,1,0,1,false
1992,1,0,1,false
1993,1,0,1,false
1994,1,0,1,false
1995,1,0,1,false
1996,1,0,1,false
1997,1,0,1,false
1998,1,0,1,false
1999,1,0,1,false
2,1,0,1,false
20,1,0,1,false
200,1,0,1,false
2000,1,0,1,false
2001,1,0,1,false
2002,1,0,1,false
2003,1,0,1,false
2004,1,0,1,false
2005,1,0,1,false
2006,1,0,1,false
2007,1,0,1,false
2008,1,0,1,false
2009,1,0,1,false
201,1,0,1,false
2010,1,0,1,false
2011,1,0,1,false
2012,1,0,1,false
2013,1,0,1,false
2014,1,0,1,false
2015,1,0,1,false
2016,1,0,1,false
2017,1,0,1,false
2018,1,0,1,false
2019,1,0,1,false
202,1,0,1,false
2020,1,0,1,false
2021,1,0,1,false
2022,1,0,1,false
2023,1,0,1,false
2024,1,0,1,false
2025,1,0,1,false
2026,1,0,1,false
2027,1,0,1,false
2028,1,0,1,false
2029,1,0,1,false
203,1,0,1,false
2030,1,0,1,false
2031,1,0,1,false
2032,1,0,1,false
2033,1,0,1,false
2034,1,0,1,false
2035,1,0,1,false
2036,1,0,1,false
2037,1,0,1,false
2038,1,0,1,false
2039,1,0,1,false
204,1,0,1,false
2040,1,0,1,false
2041,1,0,1,false
2042,1,0,1,false
2043,1,0,1,false
2044,1,0,1,false
2045,1,0,1,false
2046,1,0,1,false
2047,1,0,1,false
2048,1,0,1,false
2049,1,0,1,false
205,1,0,1,false
2050,1,0,1,false
2051,1,0,1,false
2052,1,0,1,false
2053,1,0,1,false
2054,1,0,1,false
2055,1,0,1,false
2056,1,0,1,false
2057,1,0,1,false
2058,1,0,1,false
2059,1,0,1,false
206,1,0,1,false
2060,1,0,1,false
2061,1,0,1,false
2062,1,0,1,false
2063,1,0,1,false
2064,1,0,1,false
2065,1,0,1,false
2066,1,0,1,false
2067,1,0,1,false
2068,1,0,1,false
2069,1,0,1,false
207,1,0,1,false
2070,1,0,1,false
2071,1,0,1,false
2072,1,0,1,false
2073,1,0,1,false
2074,1,0,1,false
2075,1,0,1,false
2076,1,0,1,false
2077,1,0,1,false
2078,1,0,1,false
2079,1,0,1,false
208,1,0,1,false
2080,1,0,1,false
2081,1,0,1,false
2082,1,0,1,false
2083,1,0,1,false
2084,1,0,1,false
2085,1,0,1,false
2086,1,0,1,false
2087,1,0,1,false
2088,1,0,1,false
2089,1,0,1,false
209,1,0,1,false
2090,1,0,1,false
2091,1,0,1,false
2092,1,0,1,false
2093,1,0,1,false
2094,1,0,1,false
2095,1,0,1,false
2096,1,0,1,false
2097,1,0,1,false
2098,1,0,1,false
2099,1,0,1,false
21,1,0,1,false
210,1,0,1,false
2100,1,0,1,false
2101,1,0,1,false
2102,1,0,1,false
2103,1,0,1,false
2104,1,0,1,false
2105,1,0,1,false
2106,1,0,1,false
2107,1,0,1,false
2108,1,0,1,false
2109,1,0,1,false
211,1,0,1,false
2110,1,0,1,false
2111,1,0,1,false
2112,1,0,1,false
2113,1,0,1,false
2114,1,0,1,false
2115,1,0,1,false
2116,1,0,1,false
2117,1,0,1,false
2118,1,0,1,false
2119,1,0,1,false
212,1,0,1,false
2120,1,0,1,false
2121,1,0,1,false
2122,1,0,1,false
2123,1,0,1,false
2124,1,0,1,false
2125,1,0,1,false
2126,1,0,1,false
2127,1,0,1,false
2128,1,0,1,false
2129,1,0,1,false
213,1,0,1,false
2130,1,0,1,false
2131,1,0,1,false
2132,1,0,1,false
2133,1,0,1,false
2134,1,0,1,false
2135,1,0,1,false
2136,1,0,1,false
2137,1,0,1,false
2138,1,0,1,false
2139,1,0,1,false
214,1,0,1,false
2140,1,0,1,false
2141,1,0,1,false
2142,1,0,1,false
2143,1,0,1,false
2144,1,0,1,false
2145,1,0,1,false
2146,1,0,1,false
2147,1,0,1,false
2148,1,0,1,false
2149,1,0,1,false
215,1,0,1,false
2150,1,0,1,false
